State,ConditionGroup,AgeGroup,COVID19Deaths
New York,Sepsis,Not stated,0.0
New York,Sepsis,All Ages,3275.0
New York,Malignant neoplasms,0-24,0
New York,Malignant neoplasms,25-34,0
New York,Malignant neoplasms,35-44,30.0
New York,Malignant neoplasms,45-54,81.0
New York,Malignant neoplasms,55-64,339.0
New York,Malignant neoplasms,65-74,688.0
New York,Malignant neoplasms,75-84,878.0
New York,Malignant neoplasms,85+,769.0
New York,Malignant neoplasms,Not stated,0.0
New York,Malignant neoplasms,All Ages,2799.0
New York,Diabetes,0-24,0
New York,Diabetes,25-34,18.0
New York,Diabetes,35-44,80.0
New York,Diabetes,45-54,215.0
New York,Diabetes,55-64,575.0
New York,Diabetes,65-74,997.0
New York,Diabetes,75-84,1122.0
New York,Diabetes,85+,1038.0
New York,Diabetes,Not stated,0.0
New York,Diabetes,All Ages,4053.0
New York,Obesity,0-24,18.0
New York,Obesity,25-34,42.0
New York,Obesity,35-44,90.0
New York,Obesity,45-54,166.0
New York,Obesity,55-64,244.0
New York,Obesity,65-74,219.0
New York,Obesity,75-84,137.0
New York,Obesity,85+,41.0
New York,Obesity,Not stated,0.0
New York,Obesity,All Ages,957.0
New York,Alzheimer disease,0-24,0.0
New York,Alzheimer disease,25-34,0.0
New York,Alzheimer disease,35-44,0.0
New York,Alzheimer disease,45-54,0
New York,Alzheimer disease,55-64,14.0
New York,Alzheimer disease,65-74,53.0
New York,Alzheimer disease,75-84,230.0
New York,Alzheimer disease,85+,620.0
New York,Alzheimer disease,Not stated,0.0
New York,Alzheimer disease,All Ages,918.0
New York,Vascular and unspecified dementia,0-24,0.0
New York,Vascular and unspecified dementia,25-34,0.0
New York,Vascular and unspecified dementia,35-44,0.0
New York,Vascular and unspecified dementia,45-54,0
New York,Vascular and unspecified dementia,55-64,42.0
New York,Vascular and unspecified dementia,65-74,280.0
New York,Vascular and unspecified dementia,75-84,1067.0
New York,Vascular and unspecified dementia,85+,2938.0
New York,Vascular and unspecified dementia,Not stated,0.0
New York,Vascular and unspecified dementia,All Ages,4328.0
New York,Renal failure,0-24,0
New York,Renal failure,25-34,17.0
New York,Renal failure,35-44,49.0
New York,Renal failure,45-54,165.0
New York,Renal failure,55-64,444.0
New York,Renal failure,65-74,832.0
New York,Renal failure,75-84,930.0
New York,Renal failure,85+,1085.0
New York,Renal failure,Not stated,0.0
New York,Renal failure,All Ages,3525.0
New York,"Intentional and unintentional injury, and other adverse events",2086.0
New York,All other conditions and causes (residual),0-24,51.0
New York,All other conditions and causes (residual),25-34,117.0
New York,All other conditions and causes (residual),35-44,253.0
New York,All other conditions and causes (residual),45-54,678.0
New York,All other conditions and causes (residual),55-64,1859.0
New York,All other conditions and causes (residual),65-74,3315.0
New York,All other conditions and causes (residual),75-84,4427.0
New York,All other conditions and causes (residual),85+,5838.0
New York,All other conditions and causes (residual),Not stated,0
New York,All other conditions and causes (residual),All Ages,16541.0
New York,COVID-19,0-24,121.0
New York,COVID-19,25-34,281.0
New York,COVID-19,35-44,661.0
New York,COVID-19,45-54,1772.0
New York,COVID-19,55-64,4704.0
New York,COVID-19,65-74,8249.0
New York,COVID-19,75-84,11108.0
New York,COVID-19,85+,15278.0
New York,COVID-19,Not stated,0
New York,COVID-19,All Ages,42179.0
New York City,Respiratory diseases,0-24,72.0
New York City,Respiratory diseases,25-34,242.0
New York City,Respiratory diseases,35-44,702.0
New York City,Respiratory diseases,45-54,2043.0
New York City,Respiratory diseases,55-64,4949.0
New York City,Respiratory diseases,65-74,8079.0
New York City,Respiratory diseases,75-84,8766.0
New York City,Respiratory diseases,85+,8332.0
New York City,Respiratory diseases,Not stated,0.0
New York City,Respiratory diseases,All Ages,33217.0
New York City,Circulatory diseases,0-24,19.0
New York City,Circulatory diseases,25-34,105.0
New York City,Circulatory diseases,35-44,393.0
New York City,Circulatory diseases,45-54,1131.0
New York City,Circulatory diseases,55-64,3245.0
New York City,Circulatory diseases,65-74,5770.0
New York City,Circulatory diseases,75-84,7448.0
New York City,Circulatory diseases,85+,8636.0
New York City,Circulatory diseases,Not stated,0.0
New York City,Circulatory diseases,All Ages,26775.0
New York City,Sepsis,0-24,0
New York City,Sepsis,25-34,19.0
New York City,Sepsis,35-44,50.0
New York City,Sepsis,45-54,128.0
New York City,Sepsis,55-64,283.0
New York City,Sepsis,65-74,508.0
New York City,Sepsis,75-84,497.0
New York City,Sepsis,85+,390.0
New York City,Sepsis,Not stated,0.0
New York City,Sepsis,All Ages,1879.0
New York City,Malignant neoplasms,0-24,0
New York City,Malignant neoplasms,25-34,10.0
New York City,Malignant neoplasms,35-44,28.0
New York City,Malignant neoplasms,45-54,97.0
New York City,Malignant neoplasms,55-64,325.0
New York City,Malignant neoplasms,65-74,616.0
New York City,Malignant neoplasms,75-84,653.0
New York City,Malignant neoplasms,85+,448.0
New York City,Malignant neoplasms,Not stated,0.0
New York City,Malignant neoplasms,All Ages,2184.0
New York City,Diabetes,0-24,11.0
New York City,Diabetes,25-34,32.0
New York City,Diabetes,35-44,104.0
New York City,Diabetes,45-54,307.0
New York City,Diabetes,55-64,840.0
New York City,Diabetes,65-74,1360.0
New York City,Diabetes,75-84,1392.0
New York City,Diabetes,85+,999.0
New York City,Diabetes,Not stated,0.0
New York City,Diabetes,All Ages,5045.0
New York City,Obesity,0-24,14.0
New York City,Obesity,25-34,48.0
New York City,Obesity,35-44,86.0
New York City,Obesity,45-54,145.0
New York City,Obesity,55-64,222.0
New York City,Obesity,65-74,164.0
New York City,Obesity,75-84,97.0
New York City,Obesity,85+,19.0
New York City,Obesity,Not stated,0.0
New York City,Obesity,All Ages,795.0
New York City,Alzheimer disease,0-24,0.0
New York City,Alzheimer disease,25-34,0.0
New York City,Alzheimer disease,35-44,0.0
New York City,Alzheimer disease,45-54,0.0
New York City,Alzheimer disease,55-64,0
New York City,Alzheimer disease,65-74,47.0
New York City,Alzheimer disease,75-84,162.0
New York City,Alzheimer disease,85+,289.0
New York City,Alzheimer disease,Not stated,0.0
New York City,Alzheimer disease,All Ages,504.0
New York City,Vascular and unspecified dementia,0-24,0.0
New York City,Vascular and unspecified dementia,25-34,0.0
New York City,Vascular and unspecified dementia,35-44,0
New York City,Vascular and unspecified dementia,45-54,0
New York City,Vascular and unspecified dementia,55-64,30.0
New York City,Vascular and unspecified dementia,65-74,141.0
New York City,Vascular and unspecified dementia,75-84,529.0
New York City,Vascular and unspecified dementia,85+,1056.0
New York City,Vascular and unspecified dementia,Not stated,0.0
New York City,Vascular and unspecified dementia,All Ages,1759.0
New York City,Renal failure,0-24,0
New York City,Renal failure,25-34,14.0
New York City,Renal failure,35-44,31.0
New York City,Renal failure,45-54,106.0
New York City,Renal failure,55-64,232.0
New York City,Renal failure,65-74,400.0
New York City,Renal failure,75-84,426.0
New York City,Renal failure,85+,354.0
New York City,Renal failure,Not stated,0.0
New York City,Renal failure,All Ages,1566.0
New York City,"Intentional and unintentional injury, and other adverse events",805.0
New York City,All other conditions and causes (residual),0-24,48.0
New York City,All other conditions and causes (residual),25-34,92.0
New York City,All other conditions and causes (residual),35-44,232.0
New York City,All other conditions and causes (residual),45-54,488.0
New York City,All other conditions and causes (residual),55-64,1226.0
New York City,All other conditions and causes (residual),65-74,1957.0
New York City,All other conditions and causes (residual),75-84,2219.0
New York City,All other conditions and causes (residual),85+,2373.0
New York City,All other conditions and causes (residual),Not stated,0.0
New York City,All other conditions and causes (residual),All Ages,8635.0
New York City,COVID-19,0-24,109.0
New York City,COVID-19,25-34,331.0
New York City,COVID-19,35-44,886.0
New York City,COVID-19,45-54,2280.0
New York City,COVID-19,55-64,5509.0
New York City,COVID-19,65-74,8833.0
New York City,COVID-19,75-84,9951.0
New York City,COVID-19,85+,10261.0
New York City,COVID-19,Not stated,0.0
New York City,COVID-19,All Ages,38160.0
North Carolina,Respiratory diseases,0-24,94.0
North Carolina,Respiratory diseases,25-34,431.0
North Carolina,Respiratory diseases,35-44,967.0
North Carolina,Respiratory diseases,45-54,2718.0
North Carolina,Respiratory diseases,55-64,6239.0
North Carolina,Respiratory diseases,65-74,9912.0
North Carolina,Respiratory diseases,75-84,10213.0
North Carolina,Respiratory diseases,85+,7352.0
North Carolina,Respiratory diseases,Not stated,0.0
North Carolina,Respiratory diseases,All Ages,37939.0
North Carolina,Circulatory diseases,0-24,22.0
North Carolina,Circulatory diseases,25-34,133.0
North Carolina,Circulatory diseases,35-44,397.0
North Carolina,Circulatory diseases,45-54,1077.0
North Carolina,Circulatory diseases,55-64,2657.0
North Carolina,Circulatory diseases,65-74,4695.0
North Carolina,Circulatory diseases,75-84,6023.0
North Carolina,Circulatory diseases,85+,6008.0
North Carolina,Circulatory diseases,Not stated,0.0
North Carolina,Circulatory diseases,All Ages,21036.0
North Carolina,Sepsis,0-24,0
North Carolina,Sepsis,25-34,33.0
North Carolina,Sepsis,35-44,86.0
North Carolina,Sepsis,45-54,269.0
North Carolina,Sepsis,55-64,692.0
North Carolina,Sepsis,65-74,936.0
North Carolina,Sepsis,75-84,849.0
North Carolina,Sepsis,85+,575.0
North Carolina,Sepsis,Not stated,0.0
North Carolina,Sepsis,All Ages,3447.0
North Carolina,Malignant neoplasms,0-24,0
North Carolina,Malignant neoplasms,25-34,0
North Carolina,Malignant neoplasms,35-44,29.0
North Carolina,Malignant neoplasms,45-54,89.0
North Carolina,Malignant neoplasms,55-64,324.0
North Carolina,Malignant neoplasms,65-74,593.0
North Carolina,Malignant neoplasms,75-84,637.0
North Carolina,Malignant neoplasms,85+,398.0
North Carolina,Malignant neoplasms,Not stated,0.0
North Carolina,Malignant neoplasms,All Ages,2084.0
North Carolina,Diabetes,0-24,0
North Carolina,Diabetes,25-34,28.0
North Carolina,Diabetes,35-44,85.0
North Carolina,Diabetes,45-54,277.0
North Carolina,Diabetes,55-64,703.0
North Carolina,Diabetes,65-74,1099.0
North Carolina,Diabetes,75-84,1076.0
North Carolina,Diabetes,85+,706.0
North Carolina,Diabetes,Not stated,0.0
North Carolina,Diabetes,All Ages,3977.0
North Carolina,Obesity,0-24,14.0
North Carolina,Obesity,25-34,74.0
North Carolina,Obesity,35-44,143.0
North Carolina,Obesity,45-54,247.0
North Carolina,Obesity,55-64,390.0
North Carolina,Obesity,65-74,330.0
North Carolina,Obesity,75-84,131.0
North Carolina,Obesity,85+,40.0
North Carolina,Obesity,Not stated,0.0
North Carolina,Obesity,All Ages,1369.0
North Carolina,Alzheimer disease,0-24,0.0
North Carolina,Alzheimer disease,25-34,0.0
North Carolina,Alzheimer disease,35-44,0.0
North Carolina,Alzheimer disease,45-54,0.0
North Carolina,Alzheimer disease,55-64,0
North Carolina,Alzheimer disease,65-74,71.0
North Carolina,Alzheimer disease,75-84,326.0
North Carolina,Alzheimer disease,85+,632.0
North Carolina,Alzheimer disease,Not stated,0.0
North Carolina,Alzheimer disease,All Ages,1035.0
North Carolina,Vascular and unspecified dementia,0-24,0.0
North Carolina,Vascular and unspecified dementia,25-34,0.0
North Carolina,Vascular and unspecified dementia,35-44,0.0
North Carolina,Vascular and unspecified dementia,45-54,0
North Carolina,Vascular and unspecified dementia,55-64,34.0
North Carolina,Vascular and unspecified dementia,65-74,291.0
North Carolina,Vascular and unspecified dementia,75-84,959.0
North Carolina,Vascular and unspecified dementia,85+,1769.0
North Carolina,Vascular and unspecified dementia,Not stated,0.0
North Carolina,Vascular and unspecified dementia,All Ages,3057.0
North Carolina,Renal failure,0-24,0
North Carolina,Renal failure,25-34,46.0
North Carolina,Renal failure,35-44,95.0
North Carolina,Renal failure,45-54,340.0
North Carolina,Renal failure,55-64,780.0
North Carolina,Renal failure,65-74,1219.0
North Carolina,Renal failure,75-84,1207.0
North Carolina,Renal failure,85+,923.0
North Carolina,Renal failure,Not stated,0.0
North Carolina,Renal failure,All Ages,4614.0
North Carolina,"Intentional and unintentional injury, and other adverse events",1724.0
North Carolina,All other conditions and causes (residual),0-24,69.0
North Carolina,All other conditions and causes (residual),25-34,159.0
North Carolina,All other conditions and causes (residual),35-44,403.0
North Carolina,All other conditions and causes (residual),45-54,951.0
North Carolina,All other conditions and causes (residual),55-64,2231.0
North Carolina,All other conditions and causes (residual),65-74,3684.0
North Carolina,All other conditions and causes (residual),75-84,4109.0
North Carolina,All other conditions and causes (residual),85+,3584.0
North Carolina,All other conditions and causes (residual),Not stated,0.0
North Carolina,All other conditions and causes (residual),All Ages,15190.0
North Carolina,COVID-19,0-24,115.0
North Carolina,COVID-19,25-34,362.0
North Carolina,COVID-19,35-44,873.0
North Carolina,COVID-19,45-54,2187.0
North Carolina,COVID-19,55-64,4984.0
North Carolina,COVID-19,65-74,7956.0
North Carolina,COVID-19,75-84,9219.0
North Carolina,COVID-19,85+,8685.0
North Carolina,COVID-19,Not stated,0.0
North Carolina,COVID-19,All Ages,34381.0
North Dakota,Respiratory diseases,0-24,0.0
North Dakota,Respiratory diseases,25-34,11.0
North Dakota,Respiratory diseases,35-44,86.0
North Dakota,Respiratory diseases,45-54,195.0
North Dakota,Respiratory diseases,55-64,460.0
North Dakota,Respiratory diseases,65-74,869.0
North Dakota,Respiratory diseases,75-84,990.0
North Dakota,Respiratory diseases,85+,1012.0
North Dakota,Respiratory diseases,Not stated,0.0
North Dakota,Respiratory diseases,All Ages,3670.0
North Dakota,Circulatory diseases,0-24,0.0
North Dakota,Circulatory diseases,25-34,0.0
North Dakota,Circulatory diseases,35-44,26.0
North Dakota,Circulatory diseases,45-54,58.0
North Dakota,Circulatory diseases,55-64,172.0
North Dakota,Circulatory diseases,65-74,348.0
North Dakota,Circulatory diseases,75-84,565.0
North Dakota,Circulatory diseases,85+,810.0
North Dakota,Circulatory diseases,Not stated,0.0
North Dakota,Circulatory diseases,All Ages,2018.0
North Dakota,Sepsis,0-24,0
North Dakota,Sepsis,25-34,0
North Dakota,Sepsis,35-44,13.0
North Dakota,Sepsis,45-54,31.0
North Dakota,Sepsis,55-64,46.0
North Dakota,Sepsis,65-74,92.0
North Dakota,Sepsis,75-84,75.0
North Dakota,Sepsis,85+,42.0
North Dakota,Sepsis,Not stated,0.0
North Dakota,Sepsis,All Ages,305.0
North Dakota,Malignant neoplasms,0-24,0.0
North Dakota,Malignant neoplasms,25-34,0
North Dakota,Malignant neoplasms,35-44,0
North Dakota,Malignant neoplasms,45-54,0
North Dakota,Malignant neoplasms,55-64,23.0
North Dakota,Malignant neoplasms,65-74,61.0
North Dakota,Malignant neoplasms,75-84,69.0
North Dakota,Malignant neoplasms,85+,51.0
North Dakota,Malignant neoplasms,Not stated,0.0
North Dakota,Malignant neoplasms,All Ages,211.0
North Dakota,Diabetes,0-24,0
North Dakota,Diabetes,25-34,0
North Dakota,Diabetes,35-44,0
North Dakota,Diabetes,45-54,21.0
North Dakota,Diabetes,55-64,41.0
North Dakota,Diabetes,65-74,78.0
North Dakota,Diabetes,75-84,108.0
North Dakota,Diabetes,85+,96.0
North Dakota,Diabetes,Not stated,0.0
North Dakota,Diabetes,All Ages,357.0
North Dakota,Obesity,0-24,0
North Dakota,Obesity,25-34,0
North Dakota,Obesity,35-44,12.0
North Dakota,Obesity,45-54,20.0
North Dakota,Obesity,55-64,35.0
North Dakota,Obesity,65-74,44.0
North Dakota,Obesity,75-84,28.0
North Dakota,Obesity,85+,10.0
North Dakota,Obesity,Not stated,0.0
North Dakota,Obesity,All Ages,156.0
North Dakota,Alzheimer disease,0-24,0.0
North Dakota,Alzheimer disease,25-34,0.0
North Dakota,Alzheimer disease,35-44,0.0
North Dakota,Alzheimer disease,45-54,0.0
North Dakota,Alzheimer disease,55-64,0
North Dakota,Alzheimer disease,65-74,15.0
North Dakota,Alzheimer disease,75-84,52.0
North Dakota,Alzheimer disease,85+,136.0
North Dakota,Alzheimer disease,Not stated,0.0
North Dakota,Alzheimer disease,All Ages,205.0
North Dakota,Vascular and unspecified dementia,0-24,0.0
North Dakota,Vascular and unspecified dementia,25-34,0.0
North Dakota,Vascular and unspecified dementia,35-44,0.0
North Dakota,Vascular and unspecified dementia,45-54,0.0
North Dakota,Vascular and unspecified dementia,55-64,0
North Dakota,Vascular and unspecified dementia,65-74,13.0
North Dakota,Vascular and unspecified dementia,75-84,54.0
North Dakota,Vascular and unspecified dementia,85+,154.0
North Dakota,Vascular and unspecified dementia,Not stated,0.0
North Dakota,Vascular and unspecified dementia,All Ages,225.0
North Dakota,Renal failure,0-24,0
North Dakota,Renal failure,25-34,0
North Dakota,Renal failure,35-44,11.0
North Dakota,Renal failure,45-54,21.0
North Dakota,Renal failure,55-64,52.0
North Dakota,Renal failure,65-74,109.0
North Dakota,Renal failure,75-84,115.0
North Dakota,Renal failure,85+,138.0
North Dakota,Renal failure,Not stated,0.0
North Dakota,Renal failure,All Ages,450.0
North Dakota,"Intentional and unintentional injury, and other adverse events",224.0
North Dakota,All other conditions and causes (residual),0-24,0
North Dakota,All other conditions and causes (residual),25-34,15.0
North Dakota,All other conditions and causes (residual),35-44,36.0
North Dakota,All other conditions and causes (residual),45-54,80.0
North Dakota,All other conditions and causes (residual),55-64,167.0
North Dakota,All other conditions and causes (residual),65-74,336.0
North Dakota,All other conditions and causes (residual),75-84,394.0
North Dakota,All other conditions and causes (residual),85+,506.0
North Dakota,All other conditions and causes (residual),Not stated,0.0
North Dakota,All other conditions and causes (residual),All Ages,1543.0
North Dakota,COVID-19,0-24,15.0
North Dakota,COVID-19,25-34,23.0
North Dakota,COVID-19,35-44,66.0
North Dakota,COVID-19,45-54,146.0
North Dakota,COVID-19,55-64,350.0
North Dakota,COVID-19,65-74,623.0
North Dakota,COVID-19,75-84,790.0
North Dakota,COVID-19,85+,1089.0
North Dakota,COVID-19,Not stated,0.0
North Dakota,COVID-19,All Ages,3102.0
Ohio,Respiratory diseases,0-24,108.0
Ohio,Respiratory diseases,25-34,381.0
Ohio,Respiratory diseases,35-44,1133.0
Ohio,Respiratory diseases,45-54,2947.0
Ohio,Respiratory diseases,55-64,7799.0
Ohio,Respiratory diseases,65-74,13912.0
Ohio,Respiratory diseases,75-84,15412.0
Ohio,Respiratory diseases,85+,12922.0
Ohio,Respiratory diseases,Not stated,0.0
Ohio,Respiratory diseases,All Ages,54623.0
Ohio,Circulatory diseases,0-24,27.0
Ohio,Circulatory diseases,25-34,143.0
Ohio,Circulatory diseases,35-44,448.0
Ohio,Circulatory diseases,45-54,1150.0
Ohio,Circulatory diseases,55-64,3340.0
Ohio,Circulatory diseases,65-74,6647.0
Ohio,Circulatory diseases,75-84,9071.0
Ohio,Circulatory diseases,85+,10322.0
Ohio,Circulatory diseases,Not stated,0.0
Ohio,Circulatory diseases,All Ages,31164.0
Ohio,Sepsis,0-24,14.0
Ohio,Sepsis,25-34,30.0
Ohio,Sepsis,35-44,133.0
