State,Condition Group,Condition,Age Group,COVID-19 Deaths
New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,37.0
New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,51.0
New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,57.0
New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,71.0
New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,45.0
New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,40.0
New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0.0
New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,340.0
New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),0-24,28.0
New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),25-34,94.0
New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),35-44,162.0
New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),45-54,276.0
New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),55-64,485.0
New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),65-74,679.0
New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),75-84,725.0
New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),85+,649.0
New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),Not stated,0.0
New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,3098.0
New Mexico,COVID-19,COVID-19,0-24,55.0
New Mexico,COVID-19,COVID-19,25-34,215.0
New Mexico,COVID-19,COVID-19,35-44,476.0
New Mexico,COVID-19,COVID-19,45-54,804.0
New Mexico,COVID-19,COVID-19,55-64,1447.0
New Mexico,COVID-19,COVID-19,65-74,2053.0
New Mexico,COVID-19,COVID-19,75-84,2064.0
New Mexico,COVID-19,COVID-19,85+,1846.0
New Mexico,COVID-19,COVID-19,Not stated,
New Mexico,COVID-19,COVID-19,All Ages,8962.0
New York,Respiratory diseases,Influenza and pneumonia,0-24,34.0
New York,Respiratory diseases,Influenza and pneumonia,25-34,107.0
New York,Respiratory diseases,Influenza and pneumonia,35-44,271.0
New York,Respiratory diseases,Influenza and pneumonia,45-54,806.0
New York,Respiratory diseases,Influenza and pneumonia,55-64,2156.0
New York,Respiratory diseases,Influenza and pneumonia,65-74,3609.0
New York,Respiratory diseases,Influenza and pneumonia,75-84,4541.0
New York,Respiratory diseases,Influenza and pneumonia,85+,5350.0
New York,Respiratory diseases,Influenza and pneumonia,Not stated,
New York,Respiratory diseases,Influenza and pneumonia,All Ages,16877.0
New York,Respiratory diseases,Chronic lower respiratory diseases,0-24,
New York,Respiratory diseases,Chronic lower respiratory diseases,25-34,11.0
New York,Respiratory diseases,Chronic lower respiratory diseases,35-44,18.0
New York,Respiratory diseases,Chronic lower respiratory diseases,45-54,83.0
New York,Respiratory diseases,Chronic lower respiratory diseases,55-64,345.0
New York,Respiratory diseases,Chronic lower respiratory diseases,65-74,738.0
New York,Respiratory diseases,Chronic lower respiratory diseases,75-84,1095.0
New York,Respiratory diseases,Chronic lower respiratory diseases,85+,1110.0
New York,Respiratory diseases,Chronic lower respiratory diseases,Not stated,
New York,Respiratory diseases,Chronic lower respiratory diseases,All Ages,3405.0
New York,Respiratory diseases,Adult respiratory distress syndrome,0-24,13.0
New York,Respiratory diseases,Adult respiratory distress syndrome,25-34,32.0
New York,Respiratory diseases,Adult respiratory distress syndrome,35-44,106.0
New York,Respiratory diseases,Adult respiratory distress syndrome,45-54,350.0
New York,Respiratory diseases,Adult respiratory distress syndrome,55-64,859.0
New York,Respiratory diseases,Adult respiratory distress syndrome,65-74,1229.0
New York,Respiratory diseases,Adult respiratory distress syndrome,75-84,1167.0
New York,Respiratory diseases,Adult respiratory distress syndrome,85+,936.0
New York,Respiratory diseases,Adult respiratory distress syndrome,Not stated,
New York,Respiratory diseases,Adult respiratory distress syndrome,All Ages,4693.0
New York,Respiratory diseases,Respiratory failure,0-24,20.0
New York,Respiratory diseases,Respiratory failure,25-34,87.0
New York,Respiratory diseases,Respiratory failure,35-44,216.0
New York,Respiratory diseases,Respiratory failure,45-54,636.0
New York,Respiratory diseases,Respiratory failure,55-64,1763.0
New York,Respiratory diseases,Respiratory failure,65-74,3161.0
New York,Respiratory diseases,Respiratory failure,75-84,4024.0
New York,Respiratory diseases,Respiratory failure,85+,4590.0
New York,Respiratory diseases,Respiratory failure,Not stated,
New York,Respiratory diseases,Respiratory failure,All Ages,14500.0
New York,Respiratory diseases,Respiratory arrest,0-24,
New York,Respiratory diseases,Respiratory arrest,25-34,
New York,Respiratory diseases,Respiratory arrest,35-44,25.0
New York,Respiratory diseases,Respiratory arrest,45-54,42.0
New York,Respiratory diseases,Respiratory arrest,55-64,136.0
New York,Respiratory diseases,Respiratory arrest,65-74,276.0
New York,Respiratory diseases,Respiratory arrest,75-84,387.0
New York,Respiratory diseases,Respiratory arrest,85+,519.0
New York,Respiratory diseases,Respiratory arrest,Not stated,0.0
New York,Respiratory diseases,Respiratory arrest,All Ages,1396.0
New York,Respiratory diseases,Other diseases of the respiratory system,0-24,
New York,Respiratory diseases,Other diseases of the respiratory system,25-34,
New York,Respiratory diseases,Other diseases of the respiratory system,35-44,15.0
New York,Respiratory diseases,Other diseases of the respiratory system,45-54,68.0
New York,Respiratory diseases,Other diseases of the respiratory system,55-64,189.0
New York,Respiratory diseases,Other diseases of the respiratory system,65-74,314.0
New York,Respiratory diseases,Other diseases of the respiratory system,75-84,411.0
New York,Respiratory diseases,Other diseases of the respiratory system,85+,438.0
New York,Respiratory diseases,Other diseases of the respiratory system,Not stated,0.0
New York,Respiratory diseases,Other diseases of the respiratory system,All Ages,1446.0
New York,Circulatory diseases,Hypertensive diseases,0-24,
New York,Circulatory diseases,Hypertensive diseases,25-34,16.0
New York,Circulatory diseases,Hypertensive diseases,35-44,56.0
New York,Circulatory diseases,Hypertensive diseases,45-54,191.0
New York,Circulatory diseases,Hypertensive diseases,55-64,583.0
New York,Circulatory diseases,Hypertensive diseases,65-74,1127.0
New York,Circulatory diseases,Hypertensive diseases,75-84,1710.0
New York,Circulatory diseases,Hypertensive diseases,85+,2650.0
New York,Circulatory diseases,Hypertensive diseases,Not stated,0.0
New York,Circulatory diseases,Hypertensive diseases,All Ages,6337.0
New York,Circulatory diseases,Ischemic heart disease,0-24,
New York,Circulatory diseases,Ischemic heart disease,25-34,11.0
New York,Circulatory diseases,Ischemic heart disease,35-44,23.0
New York,Circulatory diseases,Ischemic heart disease,45-54,105.0
New York,Circulatory diseases,Ischemic heart disease,55-64,367.0
New York,Circulatory diseases,Ischemic heart disease,65-74,771.0
New York,Circulatory diseases,Ischemic heart disease,75-84,1331.0
New York,Circulatory diseases,Ischemic heart disease,85+,1963.0
New York,Circulatory diseases,Ischemic heart disease,Not stated,0.0
New York,Circulatory diseases,Ischemic heart disease,All Ages,4573.0
New York,Circulatory diseases,Cardiac arrest,0-24,23.0
New York,Circulatory diseases,Cardiac arrest,25-34,56.0
New York,Circulatory diseases,Cardiac arrest,35-44,149.0
New York,Circulatory diseases,Cardiac arrest,45-54,444.0
New York,Circulatory diseases,Cardiac arrest,55-64,1163.0
New York,Circulatory diseases,Cardiac arrest,65-74,2043.0
New York,Circulatory diseases,Cardiac arrest,75-84,2692.0
New York,Circulatory diseases,Cardiac arrest,85+,3505.0
New York,Circulatory diseases,Cardiac arrest,Not stated,0.0
New York,Circulatory diseases,Cardiac arrest,All Ages,10075.0
New York,Circulatory diseases,Cardiac arrhythmia,0-24,
New York,Circulatory diseases,Cardiac arrhythmia,25-34,
New York,Circulatory diseases,Cardiac arrhythmia,35-44,
New York,Circulatory diseases,Cardiac arrhythmia,45-54,54.0
New York,Circulatory diseases,Cardiac arrhythmia,55-64,191.0
New York,Circulatory diseases,Cardiac arrhythmia,65-74,425.0
New York,Circulatory diseases,Cardiac arrhythmia,75-84,880.0
New York,Circulatory diseases,Cardiac arrhythmia,85+,1520.0
New York,Circulatory diseases,Cardiac arrhythmia,Not stated,0.0
New York,Circulatory diseases,Cardiac arrhythmia,All Ages,3086.0
New York,Circulatory diseases,Heart failure,0-24,
New York,Circulatory diseases,Heart failure,25-34,
New York,Circulatory diseases,Heart failure,35-44,
New York,Circulatory diseases,Heart failure,45-54,40.0
New York,Circulatory diseases,Heart failure,55-64,159.0
New York,Circulatory diseases,Heart failure,65-74,462.0
New York,Circulatory diseases,Heart failure,75-84,805.0
New York,Circulatory diseases,Heart failure,85+,1704.0
New York,Circulatory diseases,Heart failure,Not stated,0.0
New York,Circulatory diseases,Heart failure,All Ages,3180.0
New York,Circulatory diseases,Cerebrovascular diseases,0-24,
New York,Circulatory diseases,Cerebrovascular diseases,25-34,
New York,Circulatory diseases,Cerebrovascular diseases,35-44,26.0
New York,Circulatory diseases,Cerebrovascular diseases,45-54,52.0
New York,Circulatory diseases,Cerebrovascular diseases,55-64,165.0
New York,Circulatory diseases,Cerebrovascular diseases,65-74,319.0
New York,Circulatory diseases,Cerebrovascular diseases,75-84,510.0
New York,Circulatory diseases,Cerebrovascular diseases,85+,718.0
New York,Circulatory diseases,Cerebrovascular diseases,Not stated,
New York,Circulatory diseases,Cerebrovascular diseases,All Ages,1803.0
New York,Circulatory diseases,Other diseases of the circulatory system,0-24,18.0
New York,Circulatory diseases,Other diseases of the circulatory system,25-34,26.0
New York,Circulatory diseases,Other diseases of the circulatory system,35-44,48.0
New York,Circulatory diseases,Other diseases of the circulatory system,45-54,141.0
New York,Circulatory diseases,Other diseases of the circulatory system,55-64,338.0
New York,Circulatory diseases,Other diseases of the circulatory system,65-74,589.0
New York,Circulatory diseases,Other diseases of the circulatory system,75-84,781.0
New York,Circulatory diseases,Other diseases of the circulatory system,85+,1138.0
New York,Circulatory diseases,Other diseases of the circulatory system,Not stated,
New York,Circulatory diseases,Other diseases of the circulatory system,All Ages,3080.0
New York,Sepsis,Sepsis,0-24,
New York,Sepsis,Sepsis,25-34,30.0
New York,Sepsis,Sepsis,35-44,79.0
New York,Sepsis,Sepsis,45-54,179.0
New York,Sepsis,Sepsis,55-64,491.0
New York,Sepsis,Sepsis,65-74,815.0
New York,Sepsis,Sepsis,75-84,912.0
New York,Sepsis,Sepsis,85+,764.0
New York,Sepsis,Sepsis,Not stated,0.0
New York,Sepsis,Sepsis,All Ages,3275.0
New York,Malignant neoplasms,Malignant neoplasms,0-24,
New York,Malignant neoplasms,Malignant neoplasms,25-34,
New York,Malignant neoplasms,Malignant neoplasms,35-44,30.0
New York,Malignant neoplasms,Malignant neoplasms,45-54,81.0
New York,Malignant neoplasms,Malignant neoplasms,55-64,339.0
New York,Malignant neoplasms,Malignant neoplasms,65-74,688.0
New York,Malignant neoplasms,Malignant neoplasms,75-84,878.0
New York,Malignant neoplasms,Malignant neoplasms,85+,769.0
New York,Malignant neoplasms,Malignant neoplasms,Not stated,0.0
New York,Malignant neoplasms,Malignant neoplasms,All Ages,2799.0
New York,Diabetes,Diabetes,0-24,
New York,Diabetes,Diabetes,25-34,18.0
New York,Diabetes,Diabetes,35-44,80.0
New York,Diabetes,Diabetes,45-54,215.0
New York,Diabetes,Diabetes,55-64,575.0
New York,Diabetes,Diabetes,65-74,997.0
New York,Diabetes,Diabetes,75-84,1122.0
New York,Diabetes,Diabetes,85+,1038.0
New York,Diabetes,Diabetes,Not stated,0.0
New York,Diabetes,Diabetes,All Ages,4053.0
New York,Obesity,Obesity,0-24,18.0
New York,Obesity,Obesity,25-34,42.0
New York,Obesity,Obesity,35-44,90.0
New York,Obesity,Obesity,45-54,166.0
New York,Obesity,Obesity,55-64,244.0
New York,Obesity,Obesity,65-74,219.0
New York,Obesity,Obesity,75-84,137.0
New York,Obesity,Obesity,85+,41.0
New York,Obesity,Obesity,Not stated,0.0
New York,Obesity,Obesity,All Ages,957.0
New York,Alzheimer disease,Alzheimer disease,0-24,0.0
New York,Alzheimer disease,Alzheimer disease,25-34,0.0
New York,Alzheimer disease,Alzheimer disease,35-44,0.0
New York,Alzheimer disease,Alzheimer disease,45-54,
New York,Alzheimer disease,Alzheimer disease,55-64,14.0
New York,Alzheimer disease,Alzheimer disease,65-74,53.0
New York,Alzheimer disease,Alzheimer disease,75-84,230.0
New York,Alzheimer disease,Alzheimer disease,85+,620.0
New York,Alzheimer disease,Alzheimer disease,Not stated,0.0
New York,Alzheimer disease,Alzheimer disease,All Ages,918.0
New York,Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,0.0
New York,Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,0.0
New York,Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.0
New York,Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,
New York,Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,42.0
New York,Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,280.0
New York,Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,1067.0
New York,Vascular and unspecified dementia,Vascular and unspecified dementia,85+,2938.0
New York,Vascular and unspecified dementia,Vascular and unspecified dementia,Not stated,0.0
New York,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,4328.0
New York,Renal failure,Renal failure,0-24,
New York,Renal failure,Renal failure,25-34,17.0
New York,Renal failure,Renal failure,35-44,49.0
New York,Renal failure,Renal failure,45-54,165.0
New York,Renal failure,Renal failure,55-64,444.0
New York,Renal failure,Renal failure,65-74,832.0
New York,Renal failure,Renal failure,75-84,930.0
New York,Renal failure,Renal failure,85+,1085.0
New York,Renal failure,Renal failure,Not stated,0.0
New York,Renal failure,Renal failure,All Ages,3525.0
New York,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,10.0
New York,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,32.0
New York,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,37.0
New York,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,51.0
